time,value
0.000000000000,0.000000000000
0.007812500000,0.366514881508
0.015625000000,-1.475760027234
0.023437500000,0.235205591590
0.031250000000,-1.082683432365
0.039062500000,-0.937000350012
0.046875000000,0.336494865472
0.054687500000,-1.263063129328
0.062500000000,0.707106781187
0.070312500000,0.169861262326
0.078125000000,-0.060595486189
0.085937500000,1.603656008490
0.093750000000,-0.223879532511
0.101562500000,1.118112409584
0.109375000000,0.690065068847
0.117187500000,-0.505132050707
0.125000000000,1.000000000000
0.132812500000,-1.040888856018
0.140625000000,-0.299884424814
0.148437500000,-0.175318935932
0.156250000000,-1.623879532511
0.164062500000,0.310224662974
0.171875000000,-1.050544979850
0.179687500000,-0.365895542985
0.187500000000,0.707106781187
0.195312500000,-0.727306324017
0.203125000000,1.326444359133
0.210937500000,0.356430995503
0.218750000000,0.317316567635
0.226562500000,1.528636937106
0.234375000000,-0.485810533573
0.242187500000,0.902271686819
0.250000000000,-0.000000000000
0.257812500000,-0.902271686819
0.265625000000,0.485810533573
0.273437500000,-1.528636937106
0.281250000000,-0.317316567635
0.289062500000,-0.356430995503
0.296875000000,-1.326444359133
0.304687500000,0.727306324017
0.312500000000,-0.707106781187
0.320312500000,0.365895542985
0.328125000000,1.050544979850
0.335937500000,-0.310224662974
0.343750000000,1.623879532511
0.351562500000,0.175318935932
0.359375000000,0.299884424814
0.367187500000,1.040888856018
0.375000000000,-1.000000000000
0.382812500000,0.505132050707
0.390625000000,-0.690065068847
0.398437500000,-1.118112409584
0.406250000000,0.223879532511
0.414062500000,-1.603656008490
0.421875000000,0.060595486189
0.429687500000,-0.169861262326
0.437500000000,-0.707106781187
0.445312500000,1.263063129328
0.453125000000,-0.336494865472
0.460937500000,0.937000350012
0.468750000000,1.082683432365
0.476562500000,-0.235205591590
0.484375000000,1.475760027234
0.492187500000,-0.366514881508
0.500000000000,-0.000000000000
0.507812500000,0.366514881508
0.515625000000,-1.475760027234
0.523437500000,0.235205591590
0.531250000000,-1.082683432365
0.539062500000,-0.937000350012
0.546875000000,0.336494865472
0.554687500000,-1.263063129328
0.562500000000,0.707106781187
0.570312500000,0.169861262326
0.578125000000,-0.060595486189
0.585937500000,1.603656008490
0.593750000000,-0.223879532511
0.601562500000,1.118112409584
0.609375000000,0.690065068847
0.617187500000,-0.505132050707
0.625000000000,1.000000000000
0.632812500000,-1.040888856018
0.640625000000,-0.299884424814
0.648437500000,-0.175318935932
0.656250000000,-1.623879532511
0.664062500000,0.310224662974
0.671875000000,-1.050544979850
0.679687500000,-0.365895542985
0.687500000000,0.707106781187
0.695312500000,-0.727306324017
0.703125000000,1.326444359133
0.710937500000,0.356430995503
0.718750000000,0.317316567635
0.726562500000,1.528636937106
0.734375000000,-0.485810533573
0.742187500000,0.902271686819
0.750000000000,-0.000000000000
0.757812500000,-0.902271686819
0.765625000000,0.485810533573
0.773437500000,-1.528636937106
0.781250000000,-0.317316567635
0.789062500000,-0.356430995503
0.796875000000,-1.326444359133
0.804687500000,0.727306324017
0.812500000000,-0.707106781187
0.820312500000,0.365895542985
0.828125000000,1.050544979850
0.835937500000,-0.310224662974
0.843750000000,1.623879532511
0.851562500000,0.175318935932
0.859375000000,0.299884424814
0.867187500000,1.040888856018
0.875000000000,-1.000000000000
0.882812500000,0.505132050707
0.890625000000,-0.690065068847
0.898437500000,-1.118112409584
0.906250000000,0.223879532511
0.914062500000,-1.603656008490
0.921875000000,0.060595486189
0.929687500000,-0.169861262326
0.937500000000,-0.707106781187
0.945312500000,1.263063129328
0.953125000000,-0.336494865472
0.960937500000,0.937000350012
0.968750000000,1.082683432365
0.976562500000,-0.235205591590
0.984375000000,1.475760027234
0.992187500000,-0.366514881508
1.000000000000,-0.000000000000
1.007812500000,0.366514881508
1.015625000000,-1.475760027234
1.023437500000,0.235205591590
1.031250000000,-1.082683432365
1.039062500000,-0.937000350012
1.046875000000,0.336494865472
1.054687500000,-1.263063129328
1.062500000000,0.707106781187
1.070312500000,0.169861262326
1.078125000000,-0.060595486189
1.085937500000,1.603656008490
1.093750000000,-0.223879532511
1.101562500000,1.118112409584
1.109375000000,0.690065068847
1.117187500000,-0.505132050707
1.125000000000,1.000000000000
1.132812500000,-1.040888856018
1.140625000000,-0.299884424815
1.148437500000,-0.175318935932
