time,value
0.000000000000,0.000000000000
0.000976562500,0.772097217712
0.001953125000,1.272437500088
0.002929687500,1.358082176645
0.003906250000,1.078107290594
0.004882812500,0.639450463653
0.005859375000,0.293917830783
0.006835937500,0.205432200368
0.007812500000,0.366514881508
0.008789062500,0.607140091326
0.009765625000,0.690909448644
0.010742187500,0.447963768956
0.011718750000,-0.125203581079
0.012695312500,-0.851847726642
0.013671875000,-1.455317073057
0.014648437500,-1.693063789346
0.015625000000,-1.475760027234
0.016601562500,-0.910417466225
0.017578125000,-0.245465245823
0.018554687500,0.253807318437
0.019531250000,0.435298254156
0.020507812500,0.328944269266
0.021484375000,0.119633613876
0.022460937500,0.039295403781
0.023437500000,0.235205591590
0.024414062500,0.683816922030
0.025390625000,1.195678808677
0.026367187500,1.509578010091
0.027343750000,1.427500821637
0.028320312500,0.920527896870
0.029296875000,0.150489241926
0.030273437500,-0.604463100093
0.031250000000,-1.082683432365
0.032226562500,-1.162497330638
0.033203125000,-0.913465563480
0.034179687500,-0.549986957900
0.035156250000,-0.312245759923
0.036132812500,-0.336928984912
0.037109375000,-0.585147153548
0.038085937500,-0.865020376185
0.039062500000,-0.937000350012
0.040039062500,-0.646809307342
0.041015625000,-0.016295975379
0.041992187500,0.755883983389
0.042968750000,1.385236260092
0.043945312500,1.638030882356
0.044921875000,1.443774117611
0.045898437500,0.926083147386
0.046875000000,0.336494865472
0.047851562500,-0.074297331201
0.048828125000,-0.181212280819
0.049804687500,-0.041390595817
0.050781250000,0.145918983210
0.051757812500,0.154432194558
0.052734375000,-0.139863961463
0.053710937500,-0.683290954316
0.054687500000,-1.263063129328
0.055664062500,-1.611109875906
0.056640625000,-1.539945226121
0.057617187500,-1.040472918731
0.058593750000,-0.290991868019
0.059570312500,0.427664563529
0.060546875000,0.867591197431
0.061523437500,0.930629979351
0.062500000000,0.707106781187
0.063476562500,0.417548352010
0.064453125000,0.288648333718
0.065429687500,0.428657363391
0.066406250000,0.767426067712
0.067382812500,1.092526192608
0.068359375000,1.162756427242
0.069335937500,0.839903881379
0.070312500000,0.169861262326
0.071289062500,-0.629814937436
0.072265625000,-1.270517727998
0.073242187500,-1.530377070341
